   NID    (HEX)    NODENAME     TYPE    STATUS        MODE
   546    0x222  c2-0c2s8n2  compute        up       batch
   547    0x223  c2-0c2s8n3  compute        up       batch
   548    0x224  c2-0c2s9n0  compute        up       batch
   549    0x225  c2-0c2s9n1  compute        up       batch
   550    0x226  c2-0c2s9n2  compute        up       batch
   551    0x227  c2-0c2s9n3  compute        up       batch
   552    0x228 c2-0c2s10n0  compute        up       batch
   553    0x229 c2-0c2s10n1  compute        up       batch
   554    0x22a c2-0c2s10n2  compute        up       batch
   555    0x22b c2-0c2s10n3  compute        up       batch
   556    0x22c c2-0c2s11n0  compute        up       batch
   557    0x22d c2-0c2s11n1  compute        up       batch
   558    0x22e c2-0c2s11n2  compute        up       batch
   559    0x22f c2-0c2s11n3  compute        up       batch
   560    0x230 c2-0c2s12n0  compute        up       batch
   561    0x231 c2-0c2s12n1  compute        up       batch
   562    0x232 c2-0c2s12n2  compute        up       batch
   563    0x233 c2-0c2s12n3  compute        up       batch
   564    0x234 c2-0c2s13n0  compute        up       batch
   565    0x235 c2-0c2s13n1  compute        up       batch
   566    0x236 c2-0c2s13n2  compute        up       batch
   567    0x237 c2-0c2s13n3  compute        up       batch
   568    0x238 c2-0c2s14n0  compute        up       batch
   569    0x239 c2-0c2s14n1  compute        up       batch
   570    0x23a c2-0c2s14n2  compute        up       batch
   571    0x23b c2-0c2s14n3  compute        up       batch
   572    0x23c c2-0c2s15n0  compute        up       batch
   573    0x23d c2-0c2s15n1  compute        up       batch
   574    0x23e c2-0c2s15n2  compute        up       batch
   575    0x23f c2-0c2s15n3  compute        up       batch
   576    0x240  c3-0c0s0n0  compute        up       batch
   577    0x241  c3-0c0s0n1  compute        up       batch
   578    0x242  c3-0c0s0n2  compute        up       batch
   579    0x243  c3-0c0s0n3  compute        up       batch
   580    0x244  c3-0c0s1n0  compute        up       batch
   581    0x245  c3-0c0s1n1  compute        up       batch
   582    0x246  c3-0c0s1n2  compute        up       batch
   583    0x247  c3-0c0s1n3  compute        up       batch
   584    0x248  c3-0c0s2n0  compute        up       batch
   585    0x249  c3-0c0s2n1  compute        up       batch
   586    0x24a  c3-0c0s2n2  compute        up       batch
   587    0x24b  c3-0c0s2n3  compute        up       batch
   588    0x24c  c3-0c0s3n0  compute        up       batch
   589    0x24d  c3-0c0s3n1  compute        up       batch
   590    0x24e  c3-0c0s3n2  compute        up       batch
   591    0x24f  c3-0c0s3n3  compute        up       batch
   592    0x250  c3-0c0s4n0  compute        up       batch
   593    0x251  c3-0c0s4n1  compute        up       batch
   594    0x252  c3-0c0s4n2  compute        up       batch
   595    0x253  c3-0c0s4n3  compute        up       batch
   596    0x254  c3-0c0s5n0  compute        up       batch
   597    0x255  c3-0c0s5n1  compute        up       batch
   598    0x256  c3-0c0s5n2  compute        up       batch
   599    0x257  c3-0c0s5n3  compute        up       batch
   600    0x258  c3-0c0s6n0  compute        up       batch
   601    0x259  c3-0c0s6n1  compute        up       batch
   602    0x25a  c3-0c0s6n2  compute        up       batch
   603    0x25b  c3-0c0s6n3  compute        up       batch
   604    0x25c  c3-0c0s7n0  compute        up       batch
   605    0x25d  c3-0c0s7n1  compute        up       batch
   606    0x25e  c3-0c0s7n2  compute        up       batch
   607    0x25f  c3-0c0s7n3  compute        up       batch
   608    0x260  c3-0c0s8n0  compute        up       batch
   609    0x261  c3-0c0s8n1  compute        up       batch
   610    0x262  c3-0c0s8n2  compute        up       batch
   611    0x263  c3-0c0s8n3  compute        up       batch
   612    0x264  c3-0c0s9n0  compute        up       batch
   613    0x265  c3-0c0s9n1  compute        up       batch
   614    0x266  c3-0c0s9n2  compute        up       batch
   615    0x267  c3-0c0s9n3  compute        up       batch
   616    0x268 c3-0c0s10n0  compute        up       batch
   617    0x269 c3-0c0s10n1  compute        up       batch
   618    0x26a c3-0c0s10n2  compute        up       batch
   619    0x26b c3-0c0s10n3  compute        up       batch
   620    0x26c c3-0c0s11n0  compute        up       batch
   621    0x26d c3-0c0s11n1  compute        up       batch
   622    0x26e c3-0c0s11n2  compute        up       batch
   623    0x26f c3-0c0s11n3  compute        up       batch
   624    0x270 c3-0c0s12n0  compute        up       batch
   625    0x271 c3-0c0s12n1  compute        up       batch
   626    0x272 c3-0c0s12n2  compute        up       batch
   627    0x273 c3-0c0s12n3  compute        up       batch
   628    0x274 c3-0c0s13n0  compute        up       batch
   629    0x275 c3-0c0s13n1  compute        up       batch
   630    0x276 c3-0c0s13n2  compute        up       batch
   631    0x277 c3-0c0s13n3  compute        up       batch
   632    0x278 c3-0c0s14n0  compute        up       batch
   633    0x279 c3-0c0s14n1  compute        up       batch
   634    0x27a c3-0c0s14n2  compute        up       batch
   635    0x27b c3-0c0s14n3  compute        up       batch
   636    0x27c c3-0c0s15n0  compute        up       batch
   637    0x27d c3-0c0s15n1  compute        up       batch
   638    0x27e c3-0c0s15n2  compute        up       batch
   639    0x27f c3-0c0s15n3  compute        up       batch
   640    0x280  c3-0c1s0n0  compute        up       batch
   641    0x281  c3-0c1s0n1  compute        up       batch
   642    0x282  c3-0c1s0n2  compute        up       batch
   643    0x283  c3-0c1s0n3  compute        up       batch
   644    0x284  c3-0c1s1n0  compute        up       batch
   645    0x285  c3-0c1s1n1  compute        up       batch
   646    0x286  c3-0c1s1n2  compute        up       batch
   647    0x287  c3-0c1s1n3  compute        up       batch
   648    0x288  c3-0c1s2n0  compute        up       batch
   649    0x289  c3-0c1s2n1  compute        up       batch
   650    0x28a  c3-0c1s2n2  compute        up       batch
   651    0x28b  c3-0c1s2n3  compute        up       batch
   652    0x28c  c3-0c1s3n0  compute        up       batch
   653    0x28d  c3-0c1s3n1  compute        up       batch
   654    0x28e  c3-0c1s3n2  compute        up       batch
   655    0x28f  c3-0c1s3n3  compute        up       batch
   656    0x290  c3-0c1s4n0  compute        up       batch
   657    0x291  c3-0c1s4n1  compute        up       batch
   658    0x292  c3-0c1s4n2  compute        up       batch
   659    0x293  c3-0c1s4n3  compute        up       batch
   660    0x294  c3-0c1s5n0  compute        up       batch
   661    0x295  c3-0c1s5n1  compute        up       batch
   662    0x296  c3-0c1s5n2  compute        up       batch
   663    0x297  c3-0c1s5n3  compute        up       batch
   664    0x298  c3-0c1s6n0  compute        up       batch
   665    0x299  c3-0c1s6n1  compute        up       batch
   666    0x29a  c3-0c1s6n2  compute        up       batch
   667    0x29b  c3-0c1s6n3  compute        up       batch
   668    0x29c  c3-0c1s7n0  compute        up       batch
   669    0x29d  c3-0c1s7n1  compute        up       batch
   670    0x29e  c3-0c1s7n2  compute        up       batch
   671    0x29f  c3-0c1s7n3  compute        up       batch
   672    0x2a0  c3-0c1s8n0  compute        up       batch
   673    0x2a1  c3-0c1s8n1  compute        up       batch
   674    0x2a2  c3-0c1s8n2  compute        up       batch
   675    0x2a3  c3-0c1s8n3  compute        up       batch
   676    0x2a4  c3-0c1s9n0  compute        up       batch
   677    0x2a5  c3-0c1s9n1  compute        up       batch
   678    0x2a6  c3-0c1s9n2  compute        up       batch
   679    0x2a7  c3-0c1s9n3  compute        up       batch
   680    0x2a8 c3-0c1s10n0  compute        up       batch
   681    0x2a9 c3-0c1s10n1  compute        up       batch
   682    0x2aa c3-0c1s10n2  compute        up       batch
   683    0x2ab c3-0c1s10n3  compute        up       batch
   684    0x2ac c3-0c1s11n0  compute        up       batch
   685    0x2ad c3-0c1s11n1  compute        up       batch
   686    0x2ae c3-0c1s11n2  compute        up       batch
   687    0x2af c3-0c1s11n3  compute        up       batch
   688    0x2b0 c3-0c1s12n0  compute        up       batch
   689    0x2b1 c3-0c1s12n1  compute        up       batch
   690    0x2b2 c3-0c1s12n2  compute        up       batch
   691    0x2b3 c3-0c1s12n3  compute        up       batch
   692    0x2b4 c3-0c1s13n0  compute        up       batch
   693    0x2b5 c3-0c1s13n1  compute        up       batch
   694    0x2b6 c3-0c1s13n2  compute        up       batch
   695    0x2b7 c3-0c1s13n3  compute        up       batch
   696    0x2b8 c3-0c1s14n0  compute        up       batch
   697    0x2b9 c3-0c1s14n1  compute        up       batch
   698    0x2ba c3-0c1s14n2  compute        up       batch
   699    0x2bb c3-0c1s14n3  compute        up       batch
   700    0x2bc c3-0c1s15n0  compute        up       batch
   701    0x2bd c3-0c1s15n1  compute        up       batch
   702    0x2be c3-0c1s15n2  compute        up       batch
   703    0x2bf c3-0c1s15n3  compute        up       batch
   704    0x2c0  c3-0c2s0n0  compute        up       batch
   705    0x2c1  c3-0c2s0n1  compute        up       batch
   706    0x2c2  c3-0c2s0n2  compute        up       batch
   707    0x2c3  c3-0c2s0n3  compute        up       batch
   708    0x2c4  c3-0c2s1n0  compute        up       batch
   709    0x2c5  c3-0c2s1n1  compute        up       batch
   710    0x2c6  c3-0c2s1n2  compute        up       batch
   711    0x2c7  c3-0c2s1n3  compute        up       batch
   712    0x2c8  c3-0c2s2n0  compute        up       batch
   713    0x2c9  c3-0c2s2n1  compute        up       batch
   714    0x2ca  c3-0c2s2n2  compute        up       batch
   715    0x2cb  c3-0c2s2n3  compute        up       batch
   716    0x2cc  c3-0c2s3n0  compute        up       batch
   717    0x2cd  c3-0c2s3n1  compute        up       batch
   718    0x2ce  c3-0c2s3n2  compute        up       batch
   719    0x2cf  c3-0c2s3n3  compute        up       batch
   720    0x2d0  c3-0c2s4n0  compute        up       batch
   721    0x2d1  c3-0c2s4n1  compute        up       batch
   722    0x2d2  c3-0c2s4n2  compute        up       batch
   723    0x2d3  c3-0c2s4n3  compute        up       batch
   724    0x2d4  c3-0c2s5n0  compute        up       batch
   725    0x2d5  c3-0c2s5n1  compute        up       batch
   726    0x2d6  c3-0c2s5n2  compute        up       batch
   727    0x2d7  c3-0c2s5n3  compute        up       batch
   728    0x2d8  c3-0c2s6n0  compute        up       batch
   729    0x2d9  c3-0c2s6n1  compute        up       batch
   730    0x2da  c3-0c2s6n2  compute        up       batch
   731    0x2db  c3-0c2s6n3  compute        up       batch
   732    0x2dc  c3-0c2s7n0  compute        up       batch
   733    0x2dd  c3-0c2s7n1  compute        up       batch
   734    0x2de  c3-0c2s7n2  compute        up       batch
   735    0x2df  c3-0c2s7n3  compute        up       batch
   736    0x2e0  c3-0c2s8n0  compute        up       batch
   737    0x2e1  c3-0c2s8n1  compute        up       batch
   738    0x2e2  c3-0c2s8n2  compute        up       batch
   739    0x2e3  c3-0c2s8n3  compute        up       batch
   740    0x2e4  c3-0c2s9n0  compute        up       batch
   741    0x2e5  c3-0c2s9n1  compute        up       batch
   742    0x2e6  c3-0c2s9n2  compute        up       batch
   743    0x2e7  c3-0c2s9n3  compute        up       batch
   744    0x2e8 c3-0c2s10n0  compute        up       batch
   745    0x2e9 c3-0c2s10n1  compute        up       batch
   746    0x2ea c3-0c2s10n2  compute        up       batch
   747    0x2eb c3-0c2s10n3  compute        up       batch
   748    0x2ec c3-0c2s11n0  compute        up       batch
   749    0x2ed c3-0c2s11n1  compute        up       batch
   750    0x2ee c3-0c2s11n2  compute        up       batch
   751    0x2ef c3-0c2s11n3  compute        up       batch
   752    0x2f0 c3-0c2s12n0  compute        up       batch
   753    0x2f1 c3-0c2s12n1  compute        up       batch
   754    0x2f2 c3-0c2s12n2  compute        up       batch
   755    0x2f3 c3-0c2s12n3  compute        up       batch
   756    0x2f4 c3-0c2s13n0  compute        up       batch
   757    0x2f5 c3-0c2s13n1  compute        up       batch
   758    0x2f6 c3-0c2s13n2  compute        up       batch
   759    0x2f7 c3-0c2s13n3  compute        up       batch
   760    0x2f8 c3-0c2s14n0  compute        up       batch
   761    0x2f9 c3-0c2s14n1  compute        up       batch
   762    0x2fa c3-0c2s14n2  compute        up       batch
   763    0x2fb c3-0c2s14n3  compute        up       batch
   764    0x2fc c3-0c2s15n0  compute        up       batch
   765    0x2fd c3-0c2s15n1  compute        up       batch
   766    0x2fe c3-0c2s15n2  compute        up       batch
   767    0x2ff c3-0c2s15n3  compute        up       batch
   768    0x300  c4-0c0s0n0  compute        up       batch
   769    0x301  c4-0c0s0n1  compute        up       batch
   770    0x302  c4-0c0s0n2  compute        up       batch
   771    0x303  c4-0c0s0n3  compute        up       batch
   772    0x304  c4-0c0s1n0  compute        up       batch
   773    0x305  c4-0c0s1n1  compute        up       batch
   774    0x306  c4-0c0s1n2  compute        up       batch
   775    0x307  c4-0c0s1n3  compute        up       batch
   776    0x308  c4-0c0s2n0  compute        up       batch
   777    0x309  c4-0c0s2n1  compute        up       batch
   778    0x30a  c4-0c0s2n2  compute        up       batch
   779    0x30b  c4-0c0s2n3  compute        up       batch
   781    0x30d  c4-0c0s3n1  service        up       batch
   782    0x30e  c4-0c0s3n2  service        up       batch
   785    0x311  c4-0c0s4n1  service        up       batch
   786    0x312  c4-0c0s4n2  service        up       batch
   788    0x314  c4-0c0s5n0  compute        up       batch
   789    0x315  c4-0c0s5n1  compute        up       batch
